Receipt #,Word,POS,Tag
,GST),NN,O
,:,NN,O
,8.90,NN,O
,DISCOUNT,NN,O
,:,NN,O
,0.00,NN,O
,SERVICE,NN,O
,CHARGE,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,GST,NN,O
,:,NN,O
,0.53,NN,O
,ROUNDING,NN,O
,:,NN,O
,0.02,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,9.45,AM,B-amt
,CASH,NN,O
,10.00,NN,O
,CHANGE,NN,O
,0.55,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,%,NN,O
,AMT,NN,O
,(RM),NN,O
,TAX,NN,O
,(RM),NN,O
,SR,NN,O
,6,NN,O
,8.90,NN,O
,0.53,NN,O
,TOTAL,NN,O
,:,NN,O
,8.90,NN,O
,0.53,NN,O
,#,NN,O
,INDICATED,NN,O
,THIS,NN,O
,TAX,NN,O
,CODE,NN,O
,BELONG,NN,O
,TO,NN,O
,SERVICE,NN,O
,CHARGES.,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,,NN,O
Receipt: 736,OCEAN,MR,B-mer
,LC,MR,I-mer
,PACKAGING,MR,I-mer
,ENTERPRISE,MR,I-mer
,GST,NN,O
,NO:,NN,O
,000945983488,NN,O
,41-1,NN,O
,PETALING,NN,O
,H/P:012-3163818,NN,O
,FAX:0390542829,NN,O
,TAX,NN,O
,INVOICE,NN,O
,#027553,NN,O
,27/06/2018,DT,B-date
,12:45,NN,O
,01,NN,O
,LAI,NN,O
,000000,NN,O
,4X,NN,O
,38.00,NN,O
,RM152.00,AM,B-amt
,OTHERS,NN,O
,SUBTOTAL,NN,O
,RM152.00,NN,O
,GST,NN,O
,TAXABLE,NN,O
,RM152.00,NN,O
,GST,NN,O
,0%,NN,O
,RM0.00,NN,O
,ITEMS,NN,O
,4Q,NN,O
,CASH,NN,O
,RM152.00,NN,O
,,NN,O
Receipt: 737,GREEN,MR,B-mer
,FIELD,MR,I-mer
,5305,NN,O
,E,NN,O
,PACIFIC,NN,O
,COAST,NN,O
,HWY,NN,O
,Long,NN,O
,Beach,NN,O
,CA,NN,O
,90804,NN,O
,(562),NN,O
,597-0906,NN,O
,Server,NN,O
,:,NN,O
,Francis,NN,O
,Station,NN,O
,:,NN,O
,3,NN,O
,Order,NN,O
,#:,NN,O
,69923,NN,O
,Dine,NN,O
,In,NN,O
,Table:,NN,O
,B11,NN,O
,Guests,NN,O
,:,NN,O
,2,NN,O
,1,NN,O
,Coffee,NN,O
,3.00,NN,O
,2,NN,O
,Lunch,NN,O
,45,NN,O
,.,NN,O
,90,NN,O
,1,NN,O
,Coke,NN,O
,3.00,NN,O
,SUB,NN,O
,TOTAL,NN,O
,:,NN,O
,51,NN,O
,.90,NN,O
,Tax,NN,O
,1:,NN,O
,4.68,NN,O
,TOTAL,NN,O
,$56.58,NN,O
,5/26/2016,DT,B-date
,12:53:10,NN,O
,PM,NN,O
,THANK,NN,O
,YOU!,NN,O
Receipt: 738,ENW,MR,B-mer
,HARDWARE,MR,I-mer
,CENTRE,MR,I-mer
,(M),MR,I-mer
,SDN.,MR,I-mer
,BHD.,MR,I-mer
,CO.,NN,O
,REG,NN,O
,NO.:,NN,O
,795225-A,NN,O
,GST,NN,O
,REG.,NN,O
,NO.,NN,O
,:,NN,O
,000155453440,NN,O
,NO:,NN,O
,G3,NN,O
,ARA,NN,O
,DAMANSARA,NN,O
,PETALING,NN,O
,JAYA,NN,O
,TEL,NN,O
,03-7832,NN,O
,6929,NN,O
,09/04/2018,DT,B-date
,TAX,NN,O
,INVOICE,NN,O
,NO.,NN,O
,:CS00232967,NN,O
,CASH,NN,O
,SALE,NN,O
,(ARA,NN,O
,D'SARA),NN,O
,TEL:,NN,O
,03-7832,NN,O
,6929,NN,O
,H/P:,NN,O
,012-659,NN,O
,9829,NN,O
,ITEM,NN,O
,QTY,NN,O
,U.PRICE,NN,O
,RM,NN,O
,001781,NN,O
,1.00,NN,O
,16.00,NN,O
,16.00,NN,O
,SR,NN,O
,BIG,NN,O
,COTTON,NN,O
,MOP,NN,O
,500G,NN,O
,002115,NN,O
,1.00,NN,O
,1.00,NN,O
,1.00,NN,O
,SR,NN,O
,CEMENT.,NN,O
,WS150,NN,O
,1.00,NN,O
,25.00,NN,O
,25.00,NN,O
,SR,NN,O
,320ML.,NN,O
,'WOODSHEER',NN,O
,MAHAGANY,NN,O
,-,NN,O
,150,NN,O
,102193,NN,O
,1.00,NN,O
,9.00,NN,O
,9.00,NN,O
,SR,NN,O
,BROOM,NN,O
,-908,NN,O
,TOTAL,NN,O
,AMT,NN,O
,INCL.,NN,O
,GST,NN,O
,@,NN,O
,6,NN,O
,%,NN,O
,:,NN,O
,51.00,AM,B-amt
,ROUNDING,NN,O
,ADJUSMENT,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,AMT,NN,O
,PAYABLE,NN,O
,:,NN,O
,51.00,NN,O
,TOTAL,NN,O
,QTY,NN,O
,TENDER,NN,O
,:,NN,O
,4,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT,NN,O
,(RM),NN,O
,GST,NN,O
,(RM),NN,O
,SR,NN,O
,=,NN,O
,6,NN,O
,%,NN,O
,48.10,NN,O
,2.90,NN,O
,POINT,NN,O
,:,NN,O
,0.00,NN,O
,*GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,THANK,NN,O
,YOU,NN,O
,FOR,NN,O
,SHOPPING,NN,O
,AT,NN,O
,ENW,NN,O
,HARDWARE,NN,O
,CENTRE,NN,O
,(M),NN,O
,SDN.,NN,O
,BHD.,NN,O
,,NN,O
Receipt: 739,KEDAI,MR,B-mer
,PAPAN,MR,I-mer
,YEW,MR,I-mer
,CHUAN,MR,I-mer
,(0005583085-K),NN,O
,LOT,NN,O
,276,NN,O
,JALAN,NN,O
,BANTING,NN,O
,43800,NN,O
,DENGKIL,NN,O
,TEL,NN,O
,:,NN,O
,03-87686092,NN,O
,FAX,NN,O
,:,NN,O
,03-87686092,NN,O
,GST,NN,O
,ID,NN,O
,:,NN,O
,000781500416,NN,O
,TAX,NN,O
,INVOICE,NN,O
,BILL,NN,O
,TO,NN,O
,:,NN,O
,SUCI,NN,O
,ALAM,NN,O
,JAYA,NN,O
,TRANSPORT,NN,O
,NO,NN,O
,1,NN,O
,JALAN,NN,O
,AMAN,NN,O
,2,NN,O
,TAMAN,NN,O
,DESA,NN,O
,43800,NN,O
,DENGKIL,NN,O
,SELANGOR,NN,O
,017-6057770,NN,O
,DOC,NN,O
,NO.,NN,O
,:,NN,O
,CS00012013,NN,O
,DATE:,NN,O
,20/04/2018,DT,B-date
,CASHIER,NN,O
,:,NN,O
,USER,NN,O
,TIME:,NN,O
,16:03:00,NN,O
,SALESPERSON,NN,O
,:,NN,O
,REF.:,NN,O
,ITEM,NN,O
,QTY,NN,O
,S/PRICE,NN,O
,(GST),NN,O
,(GST),NN,O
,S/PRICE,NN,O
,AMOUNT,NN,O
,TAX,NN,O
,101756,NN,O
,SIMEN,NN,O
,5,NN,O
,16.50,NN,O
,17.49,NN,O
,87.45,AM,B-amt
,SR,NN,O
,TOTAL,NN,O
,QTY:,NN,O
,5,NN,O
,87.45,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(EXCLUDING,NN,O
,GST),NN,O
,:,NN,O
,82.50,NN,O
,DISCOUNT,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,GST,NN,O
,:,NN,O
,4.95,NN,O
,ROUNDING,NN,O
,:,NN,O
,0.00,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,:,NN,O
,87.45,NN,O
,CASH,NN,O
,:,NN,O
,87.45,NN,O
,CHANGE,NN,O
,:,NN,O
,0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,TAX,NN,O
,CODE,NN,O
,SR,NN,O
,%,NN,O
,6,NN,O
,AMT,NN,O
,(RM),NN,O
,82.50,NN,O
,TAX,NN,O
,(RM),NN,O
,4.95,NN,O
,TOTAL,NN,O
,:,NN,O
,82.50,NN,O
,4.95,NN,O
,GOODS,NN,O
,SOLD,NN,O
,ARE,NN,O
,NOT,NN,O
,RETURNABLE,NN,O
,,NN,O
Receipt: 740,MR.,MR,B-mer
,D.I.Y.,MR,I-mer
,(M),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(CO.REG,NN,O
,:860671-D),NN,O
,LOT,NN,O
,1851-A,NN,O
,&,NN,O
,1851-B,NN,O
,KAWASAN,NN,O
,PERINDUSTRIAN,NN,O
,BALAKONG,NN,O
,43300,NN,O
,SERI,NN,O
,KEMBANGAN,NN,O
,(GST,NN,O
,ID,NN,O
,NO,NN,O
,:000306020352),NN,O
,(IOI,NN,O
,PUCHONG),NN,O
,-TAX,NN,O
,INVOICE-,NN,O
,BRUSH,NN,O
,1.5',NN,O
,628,NN,O
,*S,NN,O
,KE51,NN,O
,-,NN,O
,12/720,NN,O
,9071503,NN,O
,1,NN,O
,X,NN,O
,2.10,AM,B-amt
,2.10,NN,O
,ITEM(S),NN,O
,:,NN,O
,1,NN,O
,QTY(S),NN,O
,:,NN,O
,1,NN,O
,TOTAL,NN,O
,INCL.,NN,O
,GST@6%,NN,O
,RM,NN,O
,2.10,NN,O
,CASH,NN,O
,RM,NN,O
,2.10,NN,O
,GST,NN,O
,@6%,NN,O
,INCLUDED,NN,O
,IN,NN,O
,TOTAL,NN,O
,RM,NN,O
,0.12,NN,O
,26-04-18,DT,B-date
,16:59,NN,O
,SH01,NN,O
,ZJ86,NN,O
,T2,NN,O
,R000120516,NN,O
,OPERATOR,NN,O
,TRAINEE,NN,O
,CASHIER,NN,O
,EXCHANGE,NN,O
,ARE,NN,O
,ALLOWED,NN,O
,WITHIN,NN,O
,7,NN,O
,DAY,NN,O
,WITH,NN,O
,RECEIPT.,NN,O
,STRICTLY,NN,O
,NO,NN,O
,CASH,NN,O
,REFUND.,NN,O
,,NN,O
Receipt: 741,COLUMBUS,MR,B-mer
,RESTAURANT,MR,I-mer
,736,NN,O
,OCEAN,NN,O
,DRIVE,NN,O
,MIAMI,NN,O
,BEACH,NN,O
,FL,NN,O
,33139,NN,O
,TEL,NN,O
,:,NN,O
,786-275-6944,NN,O
,TABLE,NN,O
,91,NN,O
,5,NN,O
,GUESTS,NN,O
,Gustavo,NN,O
,2,NN,O
,FBD,NN,O
,BLUE,NN,O
,MARGARI,NN,O
,55.00,NN,O
,110.00,NN,O
,1,NN,O
,1,NN,O
,CHEESE,NN,O
,BURGER,NN,O
,14.50,NN,O
,1,NN,O
,CHICKEN,NN,O
,MARSALA,NN,O
,18.50,NN,O
,1,NN,O
,TAX,NN,O
,and,NN,O
,SERVICE,NN,O
,Detail,NN,O
,TF,NN,O
,ARTICLES,NN,O
,Tax,NN,O
,Total,NN,O
,SALES,NN,O
,TAX,NN,O
,7%,NN,O
,143.00,NN,O
,10.01,NN,O
,153.01,NN,O
,RESORT,NN,O
,TAXZY.,NN,O
,2.86,NN,O
,SERVICE20%.,NN,O
,28.60,NN,O
,TOTAL,NN,O
,184.,NN,O
,47,NN,O
,SATURDAY,NN,O
,01-27-2018,DT,B-date
,03:59PM,NN,O
,Key,NN,O
,12-Waitr,NN,O
,:,NN,O
,12-POS,NN,O
,1-BILL,NN,O
,019029/4,NN,O
,PLEASE,NN,O
,RATE,NN,O
,US,NN,O
,SO,NN,O
,WE,NN,O
,CAN,NN,O
,BETTER,NN,O
,SERVE,NN,O
,YOU,NN,O
,FOOD,NN,O
,:,NN,O
,1,NN,O
,2,NN,O
,3,NN,O
,4,NN,O
,5,NN,O
,6,NN,O
,7,NN,O
,8,NN,O
,9,NN,O
,10,NN,O
,6,NN,O
,SERVICE,NN,O
,:,NN,O
,1,NN,O
,2,NN,O
,3,NN,O
,4,NN,O
,5,NN,O
,6,NN,O
,7,NN,O
,8,NN,O
,9,NN,O
,AMBIANCE,NN,O
,:,NN,O
,12,NN,O
,3,NN,O
,4,NN,O
,5,NN,O
,6,NN,O
,9,NN,O
,10,NN,O
,NAME,NN,O
,:,NN,O
Receipt: 742,A,NN,O
,PIE,NN,O
,THING,NN,O
,FOUR,MR,B-mer
,QUARTERS,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(1079369-P),NN,O
,NO.128G,NN,O
,JLN,NN,O
,SS21/35,NN,O
,DAMANSARA,NN,O
,UTAMA,NN,O
,PETALING,NN,O
,JAYA,NN,O
,47400,NN,O
,SELANGOR,NN,O
,GST,NN,O
,NO,NN,O
,:,NN,O
,001716617216,NN,O
,TAX,NN,O
,INVOICE,NN,O
,ORDERNO#1106368,NN,O
,CASHIER,NN,O
,:,NN,O
,ALEX,NN,O
,06/07/16,DT,B-date
,1,NN,O
,1,NN,O
,1,NN,O
,SMORES,NN,O
,PIE,NN,O
,CHOCOLATE,NN,O
,MINT,NN,O
,PIE,NN,O
,THE,NN,O
,MASHACRE,NN,O
,+,NN,O
,SODA,NN,O
,SET:,NN,O
,CHICKEN+MUSHROOM,NN,O
,P,NN,O
,SET:,NN,O
,LEMON,NN,O
,LIME,NN,O
,SODA,NN,O
,10.50,NN,O
,12.50,NN,O
,20.90,NN,O
,SR,NN,O
,SR,NN,O
,SR,NN,O
,SR,NN,O
,SR,NN,O
,SUBTOTAL:,NN,O
,TOTAL:,NN,O
,TOTAL,NN,O
,(EXCLUDING,NN,O
,GST),NN,O
,6%GST,NN,O
,43.90,AM,B-amt
,43.90,NN,O
,41.42,NN,O
,2.48,NN,O
,PAYMENT,NN,O
,DETAILS,NN,O
,CASH,NN,O
,CASH,NN,O
,CHANGE,NN,O
,100.00,NN,O
,56.10,NN,O
,06/07/16,NN,O
,13:54,NN,O
,#001-1105624#,NN,O
,ALEX,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,SR,NN,O
,(@6%),NN,O
,41.42,NN,O
,2.48,NN,O
,FOLLOW,NN,O
,US,NN,O
,ON,NN,O
,FACEBOOK,NN,O
,&,NN,O
,TWITTER,NN,O
,@APIETHING,NN,O
,,NN,O
Receipt: 743,Mr.,MR,B-mer
,M's,MR,I-mer
,Hot,MR,I-mer
,Wings,MR,I-mer
,&,MR,I-mer
,Things,MR,I-mer
,Inc,MR,I-mer
,886,NN,O
,N.,NN,O
,Garfield,NN,O
,Ave,NN,O
,Montebello,NN,O
,CA,NN,O
,90640,NN,O
,(323),NN,O
,477-1345,NN,O
,Server:,NN,O
,Jose,NN,O
,Station:,NN,O
,8,NN,O
,Dine,NN,O
,In,NN,O
,Table:,NN,O
,1,NN,O
,Guests,NN,O
,:,NN,O
,1,NN,O
,1,NN,O
,Ribeye,NN,O
,Steak,NN,O
,Lunch,NN,O
,10,NN,O
,10.00,NN,O
,>,NN,O
,med-rare,NN,O
,SUB,NN,O
,TOTAL,NN,O
,:,NN,O
,10.00,NN,O
,Tax,NN,O
,:,NN,O
,0.,NN,O
,95,NN,O
,TOTAL:,NN,O
,$10.95,NN,O
,>>,NN,O
,Ticket,NN,O
,#:,NN,O
,32,NN,O
,<<,NN,O
,6/28/2019,DT,B-date
,2:16:34,NN,O
,PM,NN,O
,10%,NN,O
,Gratuity,NN,O
,=,NN,O
,$1.00,NN,O
,15%,NN,O
,Gratuity,NN,O
,=,NN,O
,$1.50,NN,O
,20%,NN,O
,Gratuity,NN,O
,=,NN,O
,$2.00,NN,O
Receipt: 744,99,MR,B-mer
,SPEED,MR,I-mer
,MART,MR,I-mer
,S/B,MR,I-mer
,(519537-X),NN,O
,LOT,NN,O
,P.T.,NN,O
,2811,NN,O
,TAMAN,NN,O
,BERKELEY,NN,O
,41150,NN,O
,KLANG,NN,O
,1299-SUBANG,NN,O
,PERMAI,NN,O
,GST,NN,O
,ID.,NN,O
,NO,NN,O
,:,NN,O
,000181747712,NN,O
,INVOICE,NN,O
,NO,NN,O
,:,NN,O
,17936/102/T0275,NN,O
,06:34PM,NN,O
,562004,NN,O
,07-02-17,DT,B-date
,0857,NN,O
,INDOCAFE,NN,O
,COFFEEMIX,NN,O
,3IN,NN,O
,RM29.95,NN,O
,S,NN,O
,407,NN,O
,CADBURY,NN,O
,CHOCOLATE,NN,O
,HAZEL,NN,O
,RM7.49,NN,O
,S,NN,O
,TOTAL,NN,O
,SALES,NN,O
,(INCLUSIVE,NN,O
,GST),NN,O
,RM,NN,O
,37.44,NN,O
,ROUNDING,NN,O
,ADJUSTMENT,NN,O
,RM,NN,O
,.01,NN,O
,ROUNDING,NN,O
,RM,NN,O
,37.45,AM,B-amt
,CREDIT,NN,O
,RM,NN,O
,37.45,NN,O
,CHANGE,NN,O
,RM,NN,O
,.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT(RM),NN,O
,TAX(RM),NN,O
,S,NN,O
,=,NN,O
,6%,NN,O
,35.32,NN,O
,2.12,NN,O
,THANK,NN,O
,YOU,NN,O
,KEEP,NN,O
,THE,NN,O
,INVOICE,NN,O
,FOR,NN,O
,APPLICABLE,NN,O
,RETURNS,NN,O
,,NN,O
Receipt: 745,UNIHAKKA,MR,B-mer
,INTERNATIONAL,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,27,DT,B-date
,MAR,DT,I-date
,2018,DT,I-date
,18:46,NN,O
,(867388-U),NN,O
,12,NN,O
,TAMPOL,NN,O
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NN,O
,#:OR18032702170334,NN,O
,ITEM,NN,O
,QTY,NN,O
,TOTAL,NN,O
,SR,NN,O
,I00100000056-FRIED,NN,O
,NOODLE(S),NN,O
,$2.00,NN,O
,1,NN,O
,$2.00,NN,O
,SR,NN,O
,I00100000006-PORK,NN,O
,$2.70,NN,O
,1,NN,O
,$2.70,NN,O
,SR,NN,O
,I00100000015-VEGETABLE,NN,O
,$1.10,NN,O
,2,NN,O
,$2.20,NN,O
,TOTAL,NN,O
,AMOUNT:$6.90,NN,O
,GST,NN,O
,@6%:$0.39,NN,O
,NETT,NN,O
,TOTAL:$6.90,NN,O
,PAYMENT,NN,O
,MODE,NN,O
,AMOUNT,NN,O
,CASH,NN,O
,$6.90,AM,B-amt
,CHANGE,NN,O
,$0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT($),NN,O
,TAX($),NN,O
,SR=GST,NN,O
,@6%,NN,O
,6.51,NN,O
,0.39,NN,O
,GST,NN,O
,REG,NN,O
,#000656195584,NN,O
,BAR,NN,O
,WANG,NN,O
,RICE@PERMAS,NN,O
,JAYA,NN,O
,(PRICE,NN,O
,INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,THANK,NN,O
,YOU,NN,O
,&,NN,O
,COME,NN,O
,AGAIN!,NN,O
,LIKE,NN,O
,AND,NN,O
,FOLLOW,NN,O
,US,NN,O
,ON,NN,O
,FACEBOOK!,NN,O
,FACEBOOK.COM/BARWANGRICE,NN,O
,,NN,O
Receipt: 746,UNIHAKKA,MR,B-mer
,INTERNATIONAL,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,03,DT,B-date
,APR,DT,I-date
,2018,DT,I-date
,18:33,NN,O
,(867388-U),NN,O
,12,NN,O
,TAMPOI,NN,O
,TAXINVOICE,NN,O
,INVOICE,NN,O
,#,NN,O
,:,NN,O
,OR18040302160397,NN,O
,ITEM,NN,O
,QTY,NN,O
,TOTAL,NN,O
,SR,NN,O
,I00100000035-,NN,O
,1,NN,O
,MEAT,NN,O
,+,NN,O
,3,NN,O
,VEGE,NN,O
,$7.10,AM,B-amt
,1,NN,O
,$7.10,NN,O
,TOTAL,NN,O
,AMOUNT:,NN,O
,$7.10,NN,O
,GST,NN,O
,@6%:,NN,O
,$0.40,NN,O
,NETT,NN,O
,TOTAL:,NN,O
,$7.10,NN,O
,PAYMENT,NN,O
,MODE,NN,O
,AMOUNT,NN,O
,CASH,NN,O
,$7.10,NN,O
,CHANGE,NN,O
,$0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT($),NN,O
,TAX($),NN,O
,SR,NN,O
,=,NN,O
,GST,NN,O
,@6%,NN,O
,6.70,NN,O
,0.40,NN,O
,GST,NN,O
,REG,NN,O
,#000656195584,NN,O
,BAR,NN,O
,WANG,NN,O
,RICE@PERMAS,NN,O
,JAYA,NN,O
,(PRICE,NN,O
,INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,THANK,NN,O
,YOU,NN,O
,&,NN,O
,COME,NN,O
,AGAIN!,NN,O
,LIKE,NN,O
,AND,NN,O
,FOLLOW,NN,O
,US,NN,O
,ON,NN,O
,FACEBOOK!,NN,O
,FACEBOOK.COM/BARWANGRICE,NN,O
,,NN,O
Receipt: 747,UNIHAKKA,MR,B-mer
,INTERNATIONAL,MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,18,DT,B-date
,MAR,DT,I-date
,2018,DT,I-date
,18:25,NN,O
,(867388-U),NN,O
,12,NN,O
,TAMPOI,NN,O
,TAX,NN,O
,INVOICE,NN,O
,INVOICE,NN,O
,#,NN,O
,:,NN,O
,OR18031802170364,NN,O
,ITERN,NN,O
,QTY,NN,O
,TOTAL,NN,O
,SR,NN,O
,I00100000031-3,NN,O
,VEGE,NN,O
,$4.40,NN,O
,1,NN,O
,$4.40,NN,O
,SR,NN,O
,I00100000064-ADD,NN,O
,VEGETABLE,NN,O
,$0.50,NN,O
,1,NN,O
,$0.50,NN,O
,SR,NN,O
,I00100000114-ADD,NN,O
,CHICKEN,NN,O
,$3.70,NN,O
,1,NN,O
,$3.70,NN,O
,TOTAL,NN,O
,AMOUNT:,NN,O
,$8.60,AM,B-amt
,GST,NN,O
,@6%:,NN,O
,$0.49,NN,O
,NETT,NN,O
,TOTAL:,NN,O
,$8.60,NN,O
,PAYMENT,NN,O
,MODE,NN,O
,AMOUNT,NN,O
,CASH,NN,O
,$8.60,NN,O
,CHANGE,NN,O
,$0.00,NN,O
,GST,NN,O
,SUMMARY,NN,O
,AMOUNT($),NN,O
,TAX($),NN,O
,SR=GST,NN,O
,@6%,NN,O
,8.11,NN,O
,0.49,NN,O
,GST,NN,O
,REG,NN,O
,#000656195584,NN,O
,BAR,NN,O
,WANG,NN,O
,RICE@PERMAS,NN,O
,JAYA,NN,O
,(PRICE,NN,O
,INCLUSIVE,NN,O
,OF,NN,O
,GST),NN,O
,THANK,NN,O
,YOU,NN,O
,&,NN,O
,CORNE,NN,O
,AGAIN!,NN,O
,LIKE,NN,O
,AND,NN,O
,FOLLOW,NN,O
,LIS,NN,O
,ON,NN,O
,FACEBOOK!,NN,O
,FACEBOOK.COM/BARWANGRICE,NN,O
,,NN,O
Receipt: 748,GARDENIA,MR,B-mer
,BAKERIES,MR,I-mer
,(KL),MR,I-mer
,SDN,MR,I-mer
,BHD,MR,I-mer
,(139386,NN,O
,X),NN,O
,LOT,NN,O
,3,NN,O
,40300,NN,O
,SHAH,NN,O
,ALAM,NN,O
,TEL:,NN,O
,03-,NN,O
,55423228,NN,O
,GST,NN,O
,ID:,NN,O
,000381399040,NN,O
,TAX,NN,O
,INVOICE,NN,O
,/,NN,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CASH,NN,O
,INV,NN,O
,NO.:,NN,O
,7026F713,NN,O
,V,NN,O
,DATE:,NN,O
,26/10/2017,DT,B-date
,MAKASSAR,NN,O
,FRESH,NN,O
,MARKET,NN,O
,SDN,NN,O
,BHD,NN,O
,GROUND,NN,O
,FLOOR,NN,O
,JALAN,NN,O
,SS,NN,O
,15/4B,NN,O
,47500,NN,O
,SUBANG,NN,O
,JAYA,NN,O
,VE05:,NN,O
,RIDZUAN,NN,O
,(11900),NN,O
,DD:,NN,O
,26/10/2017,NN,O
,DESCRIPTION,NN,O
,O.C.,NN,O
,WHITE,NN,O
,WHOLEMEAL,NN,O
,O.C,NN,O
,JUMBO,NN,O
,TOTAL,NN,O
,0%,NN,O
,SUPPLIES:,NN,O
,30.03,NN,O
,CR-VANILLA,NN,O
,BUN-SBILIS,NN,O
,KAYA-PANDN,NN,O
,TOTAL,NN,O
,6%,NN,O
,SUPPLIES,NN,O
,(EXCL.,NN,O
,GST):,NN,O
,22.80,NN,O
,GST:,NN,O
,1.36,NN,O
,TOTAL,NN,O
,6%,NN,O
,SUPPLIES,NN,O
,(INC.,NN,O
,GST):,NN,O
,24.16,NN,O
,TOTAL,NN,O
,0%,NN,O
,SUPPLIES:,NN,O
,30.03,NN,O
,TOTAL,NN,O
,PAYABLE:,NN,O
,54.19,AM,B-amt
,E.&.0.E.,NN,O
,RECEIVED,NN,O
,ABOVE,NN,O
,GOODS,NN,O
,IN,NN,O
,GOOD,NN,O
,ORDER,NN,O
,CONDITION.,NN,O
,THE,NN,O
,RECIPIENT,NN,O
,OF,NN,O
,GARDENIA'S,NN,O
,PRODUCTS,NN,O
,IS,NN,O
,REQUIRED,NN,O
,TO,NN,O
,MAKE,NN,O
,NECESSARY,NN,O
,ADJUSTMENTS,NN,O
,TO,NN,O
,ITS,NN,O
,INPUT,NN,O
,TAX,NN,O
,CLAIMS,NN,O
,ADJUSTMENTS,NN,O
,SHOWN,NN,O
,IN,NN,O
,THIS,NN,O
,TAX,NN,O
,INVOICE,NN,O
,/,NN,O
,ADJUSTMENT,NN,O
,NOTE,NN,O
,CUSTOMER'S,NN,O
,COPY,NN,O
,FAX:03-,NN,O
,55423213,NN,O
,4,NN,O
,11:56,NN,O
,U.P,NN,O
,ISS,NN,O
,EXC,NN,O
,D,NN,O
,SALE,NN,O
,AMT(RM),NN,O
,2.13,NN,O
,6,NN,O
,0,NN,O
,0,NN,O
,6,NN,O
,12.78,NN,O
,2.78,NN,O
,3,NN,O
,0,NN,O
,0,NN,O
,3,NN,O
,8.34,NN,O
,2.97,NN,O
,4,NN,O
,1,NN,O
,0,NN,O
,3,NN,O
,8.91,NN,O
,0.72,NN,O
,20,NN,O
,6,NN,O
,0,NN,O
,14,NN,O
,10.08,NN,O
,0.84,NN,O
,0,NN,O
,2,NN,O
,0,NN,O
,-2,NN,O
,-1.68,NN,O
,2.40,NN,O
,6,NN,O
,0,NN,O
,0,NN,O
,6,NN,O
,14.40,NN,O
,,NN,O
Receipt: 749,AEON,MR,B-mer
,CO.,MR,I-mer
,(M),MR,I-mer
,BHD,MR,I-mer
,(126926-H),NN,O
,3RD,NN,O
,FLR,NN,O
,JLN,NN,O
,JEJAKA,NN,O
,CHERAS,NN,O
,GST,NN,O
,ID,NN,O
,:,NN,O
,002017394688,NN,O
,SHOPPING,NN,O
,HOURS,NN,O
,SUN-THU:1000,NN,O
,HRS,NN,O
,-,NN,O
,2230,NN,O
,HRS,NN,O
,FRI-SAT:1000,NN,O
,HRS,NN,O
,-,NN,O
,2300,NN,O
,HRS,NN,O
,1X,NN,O
,000001082678,NN,O
,PREMIER,NN,O
,4X200S,NN,O
,ITEM,NN,O
,PROMO,NN,O
,@10.99,NN,O
,1X,NN,O
,000003384541,NN,O
,APACHE,NN,O
,BLACK,NN,O
,&,NN,O
,1X,NN,O
,000006420611,NN,O
,SUPER,NN,O
,ESSENSO,NN,O
,M,NN,O
,ITEM,NN,O
,PROMO,NN,O
,@13.75,NN,O
,14.85SR,NN,O
,-3.86,NN,O
,13.86SR,NN,O
,15.00SR,NN,O
,-1.25,NN,O
,SUB-TOTAL,NN,O
,TOTAL,NN,O
,SALES,NN,O
,INCL,NN,O
,GST,NN,O
,TOTAL,NN,O
,AFTER,NN,O
